id,customer_id,complete_time,order_total_price,pearls_earned,employee_id
10513,1213,2025-08-05 02:14:40,9.5,4,2
10514,428,2025-01-08 00:50:17,12.5,6,27
10515,1588,2025-05-08 21:20:01,13.75,6,23
10516,1495,2024-12-01 02:44:31,9.0,4,2
10517,478,2025-08-14 13:37:07,4.5,2,48
10518,873,2024-10-24 18:28:14,13.75,6,48
10519,366,2025-05-05 18:38:57,7.25,3,8
10520,18,2025-01-25 03:46:32,12.0,6,3
10521,1510,2025-07-16 14:18:46,11.75,5,6
10522,1837,2024-12-09 12:01:54,8.5,4,14
10523,1696,2025-01-17 20:52:30,13.0,6,4
10524,296,2025-03-17 02:25:02,13.0,6,35
10525,1125,2025-03-05 02:27:19,12.0,6,37
10526,1463,2025-02-20 06:14:06,13.25,6,33
10527,1954,2025-02-26 02:10:54,4.75,2,5
10528,419,2024-10-14 12:35:55,3.5,1,41
10529,800,2025-03-19 13:13:21,14.25,7,15
10530,760,2025-02-24 13:30:51,11.75,5,48
10531,1839,2025-07-04 07:23:21,13.75,6,22
10532,1882,2024-11-18 09:51:22,8.5,4,9
10533,679,2025-06-06 03:39:29,4.0,2,27
10534,514,2025-04-04 03:59:04,14.5,7,35
10535,83,2025-07-04 00:31:05,14.75,7,12
10536,1063,2025-06-24 18:02:39,13.25,6,2
10537,1676,2025-09-07 08:40:42,11.75,5,16
10538,551,2025-06-20 07:16:35,11.5,5,1
10539,119,2025-04-23 08:02:59,12.5,6,6
10540,1828,2025-06-29 21:16:15,3.5,1,18
10541,422,2024-10-23 20:38:50,15.0,7,17
10542,1937,2025-01-14 20:01:52,13.5,6,43
10543,1563,2025-01-08 23:38:38,8.5,4,31
10544,324,2025-09-05 17:22:55,15.0,7,8
10545,546,2025-01-27 16:22:00,7.75,3,40
10546,1116,2024-10-24 18:09:00,10.0,5,28
10547,1944,2024-12-02 14:38:27,14.75,7,29
10548,514,2024-12-05 22:03:47,16.5,8,8
10549,1714,2024-12-29 15:23:29,4.5,2,24
10550,280,2024-10-04 19:33:27,6.0,3,46
10551,1497,2025-07-11 09:07:40,8.25,4,39
10552,1682,2024-10-28 13:07:23,7.25,3,30
10553,1900,2025-03-20 09:46:44,11.75,5,41
10554,162,2025-05-02 11:43:47,4.25,2,13
10555,1758,2025-04-24 02:11:09,9.75,4,13
10556,1167,2024-11-01 05:39:56,8.25,4,43
10557,1721,2024-10-10 02:37:17,4.25,2,28
10558,19,2025-07-09 00:21:11,11.0,5,5
10559,1520,2025-09-05 17:12:15,13.0,6,43
10560,1902,2024-11-17 22:51:42,3.5,1,50
10561,1251,2025-08-17 23:27:46,4.25,2,23
10562,539,2025-06-08 07:31:07,17.0,8,8
10563,1038,2024-11-27 19:48:53,4.5,2,8
10564,135,2025-05-08 06:28:12,10.5,5,31
10565,1723,2025-02-17 05:51:07,7.5,3,23
10566,1119,2025-01-17 23:28:09,7.75,3,26
10567,925,2025-06-20 15:03:35,10.25,5,14
10568,422,2024-12-01 17:45:12,14.25,7,38
10569,1985,2025-07-29 17:13:05,4.0,2,28
10570,1527,2025-02-11 10:19:26,4.0,2,37
10571,1466,2025-04-19 13:32:51,12.0,6,14
10572,1628,2025-08-22 05:46:46,16.0,8,10
10573,1303,2025-03-29 20:00:16,4.25,2,45
10574,1577,2025-08-06 10:05:33,12.5,6,19
10575,1094,2024-11-09 13:06:55,12.0,6,27
10576,1350,2025-05-24 22:16:34,4.5,2,43
10577,1963,2025-07-11 10:24:36,9.0,4,12
10578,1749,2025-09-10 20:30:04,8.5,4,29
10579,1484,2025-02-21 16:49:05,11.25,5,44
10580,1462,2025-01-03 22:09:18,3.5,1,49
10581,1060,2025-04-06 14:14:41,7.5,3,14
10582,487,2025-09-24 12:44:02,14.5,7,8
10583,1718,2025-06-15 19:09:18,11.75,5,50
10584,1150,2025-03-24 20:09:52,12.75,6,22
10585,684,2025-06-27 14:16:30,11.0,5,43
10586,244,2024-10-18 11:33:32,10.5,5,18
10587,645,2024-12-05 01:09:36,3.5,1,10
10588,5,2024-12-05 17:48:35,14.0,7,12
10589,734,2024-12-18 08:34:45,14.25,7,10
10590,341,2024-10-07 01:49:28,4.25,2,3
10591,610,2025-06-14 14:15:36,4.0,2,5
10592,160,2024-12-01 06:40:30,4.0,2,8
10593,598,2025-08-03 19:29:18,4.25,2,39
10594,1708,2025-02-07 01:51:37,4.25,2,33
10595,1312,2025-02-16 19:19:17,9.25,4,47
10596,1676,2025-02-03 01:08:50,10.0,5,50
10597,259,2025-05-11 04:26:37,13.25,6,6
10598,1906,2025-01-16 01:04:10,7.75,3,15
10599,1784,2025-01-22 06:36:37,12.5,6,26
10600,4,2024-12-18 07:20:59,16.25,8,35
10601,1574,2025-09-04 23:34:45,16.25,8,14
10602,286,2025-05-01 19:47:23,12.25,6,25
10603,1049,2025-06-24 19:10:01,4.5,2,2
10604,1775,2025-01-27 22:31:14,4.25,2,37
10605,1277,2025-07-26 12:08:28,7.75,3,48
10606,404,2025-02-02 05:48:35,8.25,4,27
10607,856,2025-09-21 22:09:53,8.0,4,43
10608,510,2025-05-25 14:10:30,14.25,7,43
10609,908,2025-06-02 00:41:24,13.0,6,21
10610,433,2025-01-07 22:26:36,3.75,1,20
10611,193,2024-12-28 05:37:07,14.25,7,35
10612,159,2025-07-13 18:05:16,13.5,6,12
10613,1129,2025-09-29 15:32:21,10.75,5,25
10614,1490,2025-07-20 15:23:22,3.5,1,26
10615,1996,2025-04-07 06:36:01,9.5,4,41
10616,185,2025-01-19 14:12:12,8.5,4,33
10617,437,2024-12-13 18:48:00,8.25,4,16
10618,1721,2025-08-14 23:21:24,5.5,2,20
10619,1514,2024-10-04 22:36:18,9.25,4,49
10620,1016,2025-05-27 12:55:15,8.0,4,1
10621,971,2025-02-27 11:01:58,4.75,2,15
10622,236,2025-09-12 06:02:41,12.0,6,38
10623,621,2025-05-19 01:52:50,3.75,1,28
10624,1035,2024-10-23 10:56:34,11.75,5,49
10625,1537,2025-08-09 04:14:20,4.75,2,25
10626,1870,2025-06-12 19:36:28,9.5,4,25
10627,1212,2024-10-19 17:30:32,8.5,4,3
10628,1407,2025-04-05 04:11:10,9.5,4,6
10629,665,2025-07-22 01:38:27,4.75,2,24
10630,412,2024-11-23 22:17:41,15.5,7,39
10631,1458,2025-01-13 12:09:51,9.0,4,21
10632,342,2025-01-15 16:35:55,4.5,2,2
10633,1117,2024-12-04 10:26:31,6.0,3,8
10634,180,2025-09-22 07:42:52,3.5,1,50
10635,1732,2024-12-04 13:56:50,3.5,1,19
10636,874,2025-08-12 16:16:24,7.75,3,41
10637,250,2024-12-10 04:06:18,4.5,2,7
10638,1573,2025-02-14 07:53:47,7.25,3,4
10639,769,2024-10-25 09:38:49,12.0,6,43
10640,1455,2025-07-21 05:23:09,8.0,4,11
10641,388,2025-02-12 23:59:53,10.75,5,9
10642,705,2024-12-30 06:20:07,15.25,7,34
10643,1780,2025-02-08 15:39:42,4.5,2,16
10644,962,2025-06-03 18:00:27,7.75,3,26
10645,1460,2025-01-21 03:51:03,4.75,2,50
10646,305,2024-11-25 18:47:55,11.5,5,12
10647,319,2025-09-12 22:35:47,4.25,2,31
10648,1042,2025-04-20 01:45:21,7.25,3,44
10649,1001,2025-06-28 18:12:12,13.25,6,32
10650,1117,2025-09-19 09:21:49,4.75,2,2
10651,1569,2025-06-29 06:09:43,12.0,6,17
10652,1957,2025-05-18 07:30:30,4.5,2,45
10653,1292,2025-07-08 02:06:22,10.5,5,36
10654,1441,2024-10-22 15:24:24,10.0,5,2
10655,1117,2025-03-20 13:41:00,4.0,2,6
10656,1836,2025-02-03 06:03:02,4.25,2,1
10657,1527,2024-10-06 10:43:08,12.25,6,50
10658,584,2025-06-02 17:19:50,13.5,6,41
10659,179,2025-02-21 18:46:12,10.0,5,11
10660,280,2025-04-07 14:21:33,12.5,6,50
10661,254,2024-11-21 02:53:35,4.5,2,13
10662,1479,2025-03-10 11:23:23,6.5,3,21
10663,1840,2025-02-27 20:09:57,10.0,5,49
10664,753,2024-12-25 20:30:10,3.5,1,13
10665,1292,2025-09-08 05:52:00,8.25,4,31
10666,1765,2025-05-02 22:35:21,14.5,7,41
10667,60,2024-11-08 12:17:32,10.5,5,6
10668,400,2025-04-09 18:51:13,9.0,4,30
10669,166,2025-01-02 15:19:19,8.25,4,15
10670,141,2025-04-17 08:49:17,10.0,5,10
10671,376,2025-03-01 01:07:36,14.5,7,17
10672,1509,2025-08-27 05:48:24,10.0,5,47
10673,1793,2025-04-15 22:12:27,3.75,1,14
10674,1333,2025-08-16 18:15:03,14.0,7,33
10675,1964,2025-01-27 01:42:26,15.25,7,29
10676,1256,2025-07-14 21:24:27,16.75,8,14
10677,1871,2025-01-05 05:33:50,7.75,3,50
10678,1698,2024-11-18 12:43:27,17.0,8,30
10679,1569,2024-12-08 15:44:24,14.25,7,15
10680,1665,2024-12-03 23:03:13,4.25,2,38
10681,1342,2025-03-29 17:54:38,12.75,6,47
10682,533,2025-08-13 10:47:05,4.0,2,36
10683,1474,2025-05-18 20:14:52,8.0,4,17
10684,332,2025-09-19 10:44:47,4.75,2,36
10685,1071,2025-04-22 02:36:50,11.25,5,10
10686,801,2024-12-16 15:42:16,14.75,7,28
10687,255,2025-02-23 03:00:44,13.25,6,24
10688,255,2024-12-28 05:51:02,6.0,3,11
10689,122,2025-04-01 05:43:09,3.5,1,40
10690,158,2024-12-03 02:25:42,8.75,4,7
10691,1503,2025-07-01 11:37:34,3.5,1,17
10692,1007,2025-03-28 13:18:22,4.75,2,23
10693,942,2025-07-22 18:03:54,13.5,6,12
10694,820,2025-02-15 20:36:03,10.25,5,43
10695,372,2025-01-09 14:07:29,8.25,4,34
10696,1805,2025-03-03 01:27:24,4.0,2,12
10697,1727,2025-06-23 22:05:45,3.5,1,44
10698,727,2025-04-22 14:19:40,4.25,2,12
10699,1057,2025-01-16 09:28:48,12.75,6,50
10700,1907,2025-04-20 14:18:16,9.0,4,13
10701,115,2025-02-13 05:47:25,11.75,5,12
10702,439,2025-05-27 19:56:12,8.25,4,20
10703,1215,2024-12-03 17:26:24,3.75,1,3
10704,131,2024-11-19 08:56:11,3.5,1,18
10705,305,2025-02-10 15:27:55,7.0,3,21
10706,100,2025-08-18 08:53:43,3.5,1,34
10707,792,2025-06-20 06:45:10,9.75,4,33
10708,1747,2025-07-02 21:21:54,11.5,5,5
10709,1549,2024-10-06 03:31:19,13.5,6,12
10710,307,2024-10-10 14:16:07,14.0,7,6
10711,1372,2025-05-02 08:03:25,4.75,2,20
10712,593,2024-10-14 08:34:40,10.75,5,4
10713,1451,2025-05-24 23:23:54,15.0,7,41
10714,446,2025-01-22 07:50:12,9.0,4,24
10715,772,2024-12-30 21:16:38,11.0,5,8
10716,1524,2024-10-20 01:35:37,14.75,7,41
10717,708,2024-11-09 19:51:22,14.75,7,49
10718,363,2024-10-12 17:13:15,11.75,5,24
10719,567,2025-02-04 04:59:46,14.0,7,28
10720,73,2025-07-05 01:57:49,4.5,2,40
10721,1911,2025-01-20 14:40:14,6.0,3,43
10722,1695,2025-04-04 16:22:12,11.25,5,25
10723,1737,2025-09-11 09:14:59,12.25,6,38
10724,874,2024-12-25 04:38:07,10.0,5,47
10725,623,2025-06-09 21:55:13,4.5,2,13
10726,396,2024-12-08 23:12:53,4.5,2,20
10727,435,2024-12-13 07:02:22,15.5,7,34
10728,1917,2025-07-20 23:27:28,3.75,1,44
10729,1551,2024-11-15 15:43:05,10.0,5,30
10730,548,2025-02-18 17:11:36,10.75,5,49
10731,1158,2025-05-09 13:01:58,13.0,6,7
10732,964,2024-12-22 07:19:26,10.0,5,19
10733,168,2024-12-26 22:35:36,4.25,2,3
10734,1764,2025-01-29 01:54:24,17.0,8,7
10735,1860,2024-11-14 23:11:42,13.25,6,11
10736,243,2025-02-04 07:26:54,11.0,5,49
10737,1378,2024-12-18 16:05:11,10.0,5,12
10738,1640,2024-12-09 16:04:50,3.5,1,16
10739,1542,2024-11-23 23:19:19,3.75,1,26
10740,245,2025-03-03 09:59:44,11.25,5,39
10741,576,2024-10-10 07:06:28,8.0,4,3
10742,951,2025-02-14 10:30:02,4.25,2,17
10743,1030,2025-06-26 15:50:02,14.75,7,20
10744,46,2025-01-26 15:21:48,4.0,2,35
10745,938,2025-02-20 09:53:57,3.5,1,6
10746,1939,2025-08-13 17:14:51,7.75,3,20
10747,1447,2024-12-01 03:41:27,3.5,1,36
10748,666,2024-11-25 22:51:08,8.25,4,5
10749,143,2025-07-25 18:32:07,9.5,4,45
10750,1947,2025-09-06 22:59:47,11.75,5,27
10751,213,2024-12-19 00:15:24,12.5,6,26
10752,294,2025-01-29 02:00:23,6.5,3,2
10753,813,2024-11-18 19:54:56,3.75,1,42
10754,215,2024-12-13 11:45:34,9.5,4,39
10755,736,2024-10-25 17:46:28,3.5,1,11
10756,1700,2025-05-03 18:01:03,13.75,6,6
10757,932,2024-12-31 21:36:09,12.0,6,7
10758,85,2025-06-18 20:36:00,13.0,6,18
10759,1885,2025-06-17 01:32:16,12.75,6,28
10760,637,2025-09-07 16:14:17,7.75,3,41
10761,295,2025-04-30 08:50:53,4.25,2,8
10762,1049,2025-01-11 21:03:10,10.75,5,5
10763,1595,2025-07-15 23:55:46,12.5,6,48
10764,1914,2025-07-03 14:21:12,8.75,4,47
10765,1270,2025-03-04 12:57:33,8.25,4,21
10766,815,2025-05-23 16:28:25,10.0,5,15
10767,1461,2024-12-04 20:03:16,8.75,4,36
10768,759,2025-06-29 08:38:00,7.0,3,45
10769,1037,2025-06-14 08:32:10,9.5,4,11
10770,829,2025-07-09 05:13:08,4.5,2,33
10771,485,2025-02-27 22:49:39,4.0,2,11
10772,1094,2025-09-11 08:42:43,3.5,1,12
10773,1224,2024-10-22 05:29:27,6.5,3,47
10774,216,2025-05-22 00:19:36,4.5,2,22
10775,421,2024-11-14 08:57:52,15.0,7,24
10776,173,2025-03-23 13:12:48,3.5,1,17
10777,159,2025-02-14 15:13:26,14.75,7,11
10778,1313,2025-07-01 23:08:03,4.25,2,48
10779,1579,2024-10-17 14:35:00,3.5,1,9
10780,242,2024-11-20 14:32:49,14.75,7,29
10781,749,2024-11-20 11:14:17,3.75,1,46
10782,1921,2025-04-26 22:25:18,14.25,7,42
10783,619,2025-07-22 01:03:11,8.0,4,3
10784,306,2025-08-21 08:21:00,3.5,1,44
10785,879,2025-04-03 01:45:04,15.25,7,48
10786,1606,2025-08-16 07:35:04,3.5,1,18
10787,1558,2025-09-05 23:25:44,8.0,4,12
10788,866,2025-01-09 01:04:04,13.0,6,49
10789,762,2025-07-22 10:16:26,12.25,6,6
10790,1964,2025-04-29 17:37:25,4.0,2,47
10791,1216,2024-11-14 19:21:51,6.0,3,45
10792,232,2025-10-01 13:39:36,4.0,2,14
10793,58,2024-10-14 09:38:48,12.5,6,31
10794,1363,2025-07-15 20:37:41,9.75,4,27
10795,1476,2024-12-26 15:48:26,6.0,3,6
10796,1978,2025-05-18 19:59:16,9.25,4,11
10797,1110,2025-04-23 17:23:09,3.5,1,18
10798,614,2025-07-10 15:46:16,9.25,4,28
10799,1215,2024-10-15 16:14:16,8.75,4,15
10800,1083,2025-06-29 16:25:00,12.0,6,24
10801,1683,2025-07-20 17:03:47,7.5,3,30
10802,191,2025-02-04 03:26:23,4.5,2,11
10803,641,2024-11-12 20:33:35,7.5,3,44
10804,1469,2025-03-02 12:05:40,3.5,1,29
10805,703,2025-05-13 13:41:18,11.5,5,47
10806,610,2024-11-17 15:39:38,4.5,2,9
10807,1839,2024-11-21 17:52:22,4.75,2,28
10808,1766,2025-07-25 02:25:16,6.0,3,21
10809,1339,2025-08-26 10:57:34,16.5,8,1
10810,1478,2025-09-03 19:35:58,7.5,3,22
10811,1048,2024-10-28 02:41:53,8.25,4,48
10812,724,2025-05-05 10:31:23,4.5,2,18
10813,1633,2025-05-05 09:35:31,8.75,4,16
10814,440,2025-02-25 15:41:40,14.75,7,38
10815,108,2024-11-20 13:31:24,3.75,1,36
10816,1001,2025-02-16 05:54:59,12.25,6,43
10817,667,2025-07-07 10:04:20,9.5,4,10
10818,1364,2025-07-11 22:36:57,12.5,6,38
10819,1187,2025-03-10 00:12:12,7.5,3,23
10820,1687,2025-05-31 07:51:57,14.5,7,31
10821,1751,2024-11-02 20:51:44,10.5,5,30
10822,1841,2025-09-06 20:01:33,6.0,3,5
10823,1891,2025-02-14 19:49:56,7.0,3,45
10824,506,2025-06-01 18:52:52,10.75,5,45
10825,1580,2025-09-02 06:38:37,8.0,4,12
10826,68,2025-04-08 20:15:20,4.75,2,9
10827,390,2025-03-06 05:23:46,4.75,2,20
10828,1942,2025-06-30 12:20:35,13.75,6,41
10829,1829,2025-07-06 14:46:20,10.0,5,18
10830,1320,2025-05-15 21:50:45,13.25,6,12
10831,110,2025-04-03 11:34:43,8.25,4,12
10832,1709,2025-09-21 05:14:08,3.5,1,26
10833,457,2025-09-29 15:37:35,8.75,4,34
10834,11,2025-09-13 04:18:59,6.5,3,10
10835,956,2025-09-27 19:06:17,11.0,5,34
10836,1547,2024-10-11 20:44:02,9.5,4,38
10837,950,2024-10-15 05:42:21,4.25,2,23
10838,1140,2024-10-12 12:26:15,11.5,5,11
10839,1324,2025-04-22 06:21:43,12.75,6,13
10840,1605,2024-12-12 16:39:26,4.75,2,40
10841,1274,2024-10-16 05:18:52,10.0,5,14
10842,1315,2024-10-15 03:58:20,11.25,5,3
10843,44,2025-03-18 04:04:35,4.5,2,16
10844,1909,2025-09-16 08:59:41,6.0,3,31
10845,43,2024-10-04 07:25:59,4.5,2,38
10846,322,2025-07-28 13:23:14,8.5,4,3
10847,1408,2025-05-27 22:14:32,12.0,6,28
10848,936,2025-02-15 23:57:43,13.75,6,34
10849,1770,2024-10-19 05:19:33,8.25,4,37
10850,329,2025-05-05 20:44:25,6.0,3,34
10851,802,2024-10-25 23:11:41,12.0,6,22
10852,1006,2024-12-27 01:38:53,3.5,1,28
10853,330,2025-08-24 12:58:56,9.5,4,18
10854,1321,2025-09-30 22:15:22,8.0,4,43
10855,199,2025-04-01 14:15:52,12.5,6,24
10856,1491,2025-01-27 02:11:01,12.5,6,18
10857,677,2025-02-09 12:44:44,11.5,5,8
10858,1034,2025-07-27 05:59:14,3.5,1,32
10859,445,2025-06-14 23:01:11,12.0,6,9
10860,885,2024-10-26 08:55:34,4.75,2,24
10861,759,2025-01-11 12:57:57,4.75,2,29
10862,1417,2024-11-14 04:30:04,8.25,4,7
10863,366,2025-08-06 16:50:38,14.75,7,7
10864,61,2025-08-14 10:41:56,9.5,4,48
10865,1752,2025-05-06 09:14:36,4.25,2,16
10866,1287,2025-08-27 06:07:15,10.75,5,34
10867,817,2024-10-15 08:11:16,12.0,6,36
10868,1365,2025-08-07 20:54:42,10.25,5,46
10869,1381,2025-09-08 15:14:40,12.75,6,16
10870,1768,2025-02-11 11:44:53,14.5,7,23
10871,780,2025-08-07 14:17:09,8.25,4,27
10872,111,2025-06-04 08:14:57,5.5,2,37
10873,1327,2025-05-25 02:03:05,8.25,4,30
10874,1986,2025-08-15 16:07:10,4.25,2,16
10875,886,2025-02-20 19:02:52,14.0,7,14
10876,1923,2024-10-27 15:50:31,9.0,4,1
10877,622,2025-05-12 12:15:02,7.5,3,38
10878,979,2024-10-21 13:07:24,13.5,6,47
10879,244,2025-06-30 04:48:31,6.0,3,22
10880,946,2025-01-11 23:27:24,12.0,6,17
10881,1515,2025-08-02 02:31:06,4.5,2,6
10882,110,2024-12-03 06:11:03,8.0,4,7
10883,972,2024-11-01 11:00:10,4.5,2,34
10884,142,2024-11-08 10:14:47,4.75,2,23
10885,1003,2025-06-21 04:49:41,3.75,1,50
10886,1127,2025-05-07 11:46:38,10.5,5,5
10887,745,2025-08-15 04:36:11,8.75,4,34
10888,1597,2025-03-21 04:43:49,7.75,3,14
10889,1669,2025-07-14 18:00:27,10.75,5,29
10890,639,2024-10-30 20:13:11,10.5,5,37
10891,1828,2025-08-29 15:17:07,9.25,4,10
10892,1904,2024-11-02 18:55:15,7.75,3,11
10893,922,2024-12-22 20:19:10,10.75,5,9
10894,1740,2025-07-06 07:26:40,7.0,3,9
10895,698,2025-04-21 08:19:09,13.75,6,30
10896,1487,2025-03-03 21:36:13,12.0,6,17
10897,1940,2025-05-08 21:06:08,10.0,5,33
10898,583,2025-05-24 01:06:41,12.25,6,8
10899,690,2025-07-11 21:51:33,8.25,4,25
10900,1079,2024-11-28 15:31:48,8.0,4,28
10901,508,2025-09-05 14:51:35,4.25,2,49
10902,118,2024-12-10 23:55:07,12.25,6,4
10903,1431,2025-08-19 18:08:50,3.5,1,11
10904,1804,2025-08-07 13:03:44,11.0,5,33
10905,1818,2024-10-29 16:08:39,7.0,3,48
10906,1276,2025-05-14 13:54:52,8.75,4,10
10907,1807,2024-11-08 21:02:53,12.5,6,10
10908,1949,2025-03-02 12:54:20,4.25,2,44
10909,1040,2025-09-20 14:57:49,8.25,4,31
10910,855,2025-09-26 10:01:18,10.75,5,31
10911,521,2025-02-27 01:04:29,8.25,4,32
10912,1340,2025-09-08 19:49:30,7.0,3,21
10913,318,2025-07-15 23:38:33,3.5,1,32
10914,1826,2025-04-09 04:51:04,3.5,1,35
10915,1526,2025-09-06 04:02:40,8.5,4,39
10916,106,2025-09-19 11:29:39,14.25,7,24
10917,715,2024-12-14 07:00:15,7.75,3,26
10918,1933,2025-09-26 18:43:03,17.5,8,43
10919,399,2025-03-24 12:19:12,13.5,6,5
10920,904,2025-09-18 00:53:54,14.0,7,31
10921,768,2025-09-08 11:00:55,3.75,1,29
10922,1505,2025-04-01 23:04:57,9.5,4,10
10923,276,2024-10-20 15:08:16,8.0,4,16
10924,499,2025-06-16 00:47:49,6.5,3,47
10925,1786,2025-04-21 05:25:34,11.25,5,7
10926,1049,2025-08-08 11:42:28,8.0,4,6
10927,1530,2025-01-24 03:28:53,3.5,1,47
10928,599,2025-07-27 19:50:34,8.75,4,26
10929,1425,2025-08-23 11:37:11,14.0,7,22
10930,1052,2024-12-18 17:48:46,8.5,4,23
10931,778,2025-06-14 11:57:49,4.0,2,27
10932,1880,2025-01-05 12:47:02,11.0,5,29
10933,41,2024-10-08 07:08:53,13.75,6,7
10934,1022,2024-11-30 11:55:04,3.75,1,43
10935,641,2025-04-16 12:28:59,12.5,6,18
10936,1899,2025-06-07 13:39:26,9.75,4,30
10937,1303,2025-08-05 20:15:31,8.5,4,2
10938,608,2025-04-07 08:24:01,10.0,5,12
10939,1416,2025-08-05 09:08:50,13.5,6,34
10940,289,2025-01-03 23:02:06,13.25,6,17
10941,1081,2025-09-21 22:48:45,3.5,1,36
10942,1447,2025-07-22 21:39:00,10.5,5,46
10943,1763,2025-04-05 18:38:51,9.5,4,32
10944,1188,2025-09-16 02:16:20,8.25,4,45
10945,1992,2024-12-14 19:04:56,4.5,2,19
10946,448,2025-09-08 20:40:28,14.0,7,22
10947,641,2025-08-10 05:09:41,4.25,2,19
10948,1535,2025-08-27 00:13:45,12.0,6,22
10949,609,2024-11-20 22:12:07,4.25,2,13
10950,145,2025-01-20 16:05:19,9.25,4,18
10951,1726,2025-05-23 03:46:30,10.25,5,12
10952,536,2025-01-26 09:09:25,4.25,2,2
10953,814,2025-08-21 17:40:20,4.5,2,41
10954,720,2025-01-12 08:47:16,11.5,5,28
10955,1973,2025-02-27 17:35:45,13.75,6,19
10956,370,2025-03-11 21:29:11,8.75,4,34
10957,405,2025-01-06 06:37:28,4.75,2,22
10958,285,2025-04-10 06:19:59,6.0,3,27
10959,1563,2025-02-11 12:45:17,12.0,6,3
10960,1628,2024-11-28 16:29:11,7.25,3,3
10961,450,2025-03-06 02:58:31,15.0,7,9
10962,1140,2025-08-03 15:02:18,7.5,3,44
10963,10,2025-07-05 17:55:53,10.25,5,3
10964,1969,2025-02-08 03:06:06,11.25,5,5
10965,1852,2024-10-19 10:39:43,10.5,5,16
10966,1963,2025-06-02 01:36:15,14.0,7,23
10967,1670,2024-10-14 11:12:41,12.75,6,33
10968,625,2024-10-24 05:50:18,12.5,6,41
10969,1540,2024-12-24 10:35:30,12.25,6,20
10970,1435,2025-07-08 03:37:13,3.75,1,20
10971,941,2025-07-04 11:10:47,4.5,2,38
10972,773,2025-02-16 02:03:04,12.5,6,26
10973,515,2025-04-13 07:07:18,9.0,4,23
10974,912,2025-05-01 06:48:38,13.25,6,28
10975,1773,2024-10-27 11:18:48,12.75,6,45
10976,1452,2025-01-15 10:02:14,10.5,5,9
10977,1292,2025-06-05 02:25:07,7.25,3,12
10978,1400,2024-12-26 07:40:18,14.25,7,31
10979,1622,2025-05-11 23:03:53,11.25,5,37
10980,1791,2025-09-28 12:39:16,11.75,5,2
10981,1573,2025-07-16 09:25:51,14.25,7,16
10982,1609,2025-09-08 10:41:57,3.75,1,26
10983,1689,2025-04-17 22:07:15,7.5,3,33
10984,38,2025-04-06 17:18:18,15.5,7,42
10985,1622,2025-02-26 06:04:53,9.5,4,22
10986,1118,2025-06-13 00:20:55,7.75,3,36
10987,927,2025-08-27 03:36:12,4.75,2,41
10988,103,2024-10-11 19:01:14,7.75,3,29
10989,479,2025-07-12 21:13:38,12.5,6,30
10990,1885,2024-10-19 00:29:19,11.75,5,27
10991,400,2025-04-21 04:55:27,12.25,6,32
10992,1880,2024-11-16 03:52:49,13.5,6,47
10993,1903,2025-08-24 16:42:57,10.75,5,28
10994,1021,2025-04-01 05:08:51,14.25,7,17
10995,382,2025-09-10 19:01:40,4.5,2,21
10996,1876,2025-05-17 01:22:23,4.75,2,38
10997,594,2025-09-12 07:57:17,13.0,6,20
10998,126,2025-03-03 00:24:10,12.25,6,39
10999,831,2025-06-15 00:23:25,3.75,1,16
11000,1958,2025-09-05 11:11:09,8.25,4,3
11001,1516,2024-10-20 22:09:31,8.0,4,19
11002,482,2025-07-06 08:39:24,4.5,2,5
11003,467,2025-03-13 20:34:45,3.5,1,45
11004,252,2024-11-09 20:53:15,4.5,2,18
11005,138,2025-01-07 08:07:50,8.5,4,32
11006,1806,2025-03-18 17:51:14,4.25,2,41
11007,685,2025-01-06 01:52:19,8.5,4,31
11008,1222,2024-10-06 08:55:44,9.25,4,49
11009,1509,2025-01-24 06:37:02,17.5,8,33
11010,1593,2024-10-05 12:54:49,15.75,7,11
11011,912,2024-10-28 09:47:35,3.5,1,20
11012,8,2025-04-01 21:58:07,4.25,2,12
11013,1413,2025-07-20 05:53:11,9.5,4,47
11014,1578,2025-06-09 15:31:17,12.25,6,19
11015,113,2025-04-23 14:30:41,12.5,6,25
11016,311,2025-06-20 06:00:57,8.0,4,40
11017,1259,2024-12-05 23:34:08,12.25,6,25
11018,1986,2025-08-06 08:03:40,8.75,4,37
11019,1488,2025-08-25 16:13:16,4.0,2,15
11020,804,2024-10-11 01:57:15,3.5,1,8
11021,1273,2024-11-14 20:00:54,10.75,5,45
11022,1406,2025-02-07 12:39:08,6.5,3,2
11023,1165,2025-07-15 02:26:47,8.0,4,41
11024,1023,2024-12-16 19:56:25,16.5,8,24
11025,1236,2025-07-16 18:02:57,4.0,2,39
11026,468,2024-12-26 14:19:00,16.0,8,4
11027,628,2025-01-23 16:43:10,12.25,6,24
11028,525,2025-04-21 11:23:40,6.5,3,39
11029,896,2025-04-22 11:39:02,4.5,2,26
11030,439,2025-01-06 00:03:21,7.25,3,40
11031,311,2025-02-21 08:47:09,13.75,6,29
11032,1180,2025-03-04 02:38:14,4.0,2,32
11033,1670,2025-06-29 13:35:22,12.5,6,8
11034,1619,2024-10-05 09:21:57,6.0,3,3
11035,71,2025-03-06 03:04:59,9.75,4,19
11036,1585,2024-10-16 00:31:16,12.75,6,17
11037,1478,2025-07-26 21:04:13,13.5,6,39
11038,1459,2025-06-23 06:52:00,4.25,2,30
